Code,activity value required?,data category,ert valid,last inventory year,last updated date,map to,option group,option set,scc level four,scc level one,scc level three,scc level two,sector,short name,status,tier 1 code,tier 1 description,tier 2 code,tier 2 description,tier 3 code,tier 3 description,usage notes
30200758,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Extruder,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200759,No,Point,Yes,,3/20/2012,,,,Dry Corn Milling: Kettle Cooker,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200760,No,Point,Yes,,3/20/2012,,,,Oat: General,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200761,No,Point,Yes,,3/20/2012,,,,Steeping: Grain Conditioning in Tanks Containing Dilute Sulfurous Acid,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200762,No,Point,Yes,,3/20/2012,,,,Evaporators: Concentrate Steepwater to 30-55 % Solids by Evaporation,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200763,No,Point,Yes,,3/20/2012,,,,Gluten Feed Drying: Direct-fired Dryer - Produces Corn Gluten Feed,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200764,No,Point,Yes,,3/20/2012,,,,Gluten Feed Drying: Indirect-fired Dryer - Produces Corn Gluten Feed,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200765,No,Point,Yes,,3/20/2012,,,,Degerminating Mills: Separates Germ from Starch and Gluten,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200766,No,Point,Yes,,3/20/2012,,,,Germ Drying: Drying Germ from Degerminating Mills,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200767,No,Point,Yes,,3/20/2012,,,,Fiber Drying: Drying Corn Hulls after Separation from Starch & Gluten,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200768,No,Point,Yes,,3/20/2012,,,,Gluten Drying: Direct-fired Dryer - Produces Corn Gluten Meal,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200769,No,Point,Yes,,3/20/2012,,,,Gluten Drying: Indirect-fired Dryer - Produces Corn Gluten Meal,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200770,No,Point,Yes,,3/20/2012,,,,Dextrose Drying,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200771,No,Point,Yes,,3/20/2012,,,,Rice: Grain Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200772,No,Point,Yes,,3/20/2012,,,,Rice: Precleaning/Handling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200773,No,Point,Yes,,3/20/2012,,,,Rice: Drying,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200774,No,Point,Yes,,3/20/2012,,,,Rice: Cleaning/Millhouse,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200775,No,Point,Yes,,3/20/2012,,,,Rice: Paddy Cleaning,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200776,No,Point,Yes,,3/20/2012,,,,Rice: Mill House,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200777,No,Point,Yes,,3/20/2012,,,,Rice: Aspirator,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200778,No,Point,Yes,2005,3/20/2012,30200774,,,Rice: Cleaning/Millhouse,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200781,No,Point,Yes,,3/20/2012,,,,Soybean: Grain Receiving,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200782,No,Point,Yes,,3/20/2012,,,,Soybean: Grain Handling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200783,No,Point,Yes,,3/20/2012,,,,Soybean: Grain Cleaning,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200784,No,Point,Yes,,3/20/2012,,,,Soybean: Drying,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200785,No,Point,Yes,,3/20/2012,,,,Soybean: Cracking and Dehulling,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200786,No,Point,Yes,,3/20/2012,,,,Soybean: Hull Grinding,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200787,No,Point,Yes,,3/20/2012,,,,Soybean: Bean Conditioning,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200788,No,Point,Yes,,3/20/2012,,,,Soybean: Flaking,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200789,No,Point,Yes,,3/20/2012,,,,Soybean: Meal Dryer,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200790,No,Point,Yes,,3/20/2012,,,,Soybean: Meal Cooler,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200791,No,Point,Yes,,3/20/2012,,,,Soybean: Bulk Loading,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200792,No,Point,Yes,,3/20/2012,,,,Soybean: White Flake Cooler,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",4,Soybean Mills,
30200793,No,Point,Yes,,3/20/2012,,,,Soybean: Meal Grinder/Sizing,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200799,No,Point,Yes,,11/23/2016,,,,See Comment,Industrial Processes,Grain Millings,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200801,No,Point,Yes,,3/20/2012,,,,General **,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",3,Feed Mills,
30200802,No,Point,Yes,,3/20/2012,,,,Grain Receiving,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200803,No,Point,Yes,,3/20/2012,,,,Shipping,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,
30200804,No,Point,Yes,,3/20/2012,,,,Handling,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",3,Feed Mills,
30200805,No,Point,Yes,,3/20/2012,,,,Grinding,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",3,Feed Mills,
30200806,No,Point,Yes,,3/20/2012,,,,Pellet Coolers,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",3,Feed Mills,
30200807,No,Point,Yes,,3/20/2012,,,,Grain Cleaning,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200808,No,Point,Yes,,3/20/2012,,,,Milling,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200809,No,Point,Yes,,3/20/2012,,,,Mixing/Blending,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200810,No,Point,Yes,,3/20/2012,,,,Conveying,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200811,No,Point,Yes,,3/20/2012,,,,Scalping,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200812,No,Point,Yes,,11/23/2016,,,,Bulk Loadout,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200813,No,Point,Yes,,3/20/2012,,,,Shaking,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200814,No,Point,Yes,,3/20/2012,,,,Storage,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",3,Feed Mills,
30200815,No,Point,Yes,2005,3/20/2012,30200805,,,Grinding,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Retired,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",3,Feed Mills,
30200816,No,Point,Yes,,3/20/2012,,,,Pellet Cooler,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",3,Feed Mills,
30200817,No,Point,Yes,,3/20/2012,,,,Grain Milling: Hammermill,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200818,No,Point,Yes,,3/20/2012,,,,Grain Milling: Flaker,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200819,No,Point,Yes,,3/20/2012,,,,Grain Milling: Grain Cracker,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200821,No,Point,Yes,,3/20/2012,,,,Fugitive Emissions: General,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200822,No,Point,Yes,,3/20/2012,,,,Fugitive Emissions: Shipping/Receiving,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200823,No,Point,Yes,,3/20/2012,,,,Fugitive Emissions: Packing,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200832,No,Point,Yes,,3/20/2012,,,,Citrate: Handling/Transferring,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,99,Other,
30200833,No,Point,Yes,,3/20/2012,,,,Citrate: Grinding,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200834,No,Point,Yes,,3/20/2012,,,,Citrate: Drying,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",6,Other Grain Mills,
30200835,No,Point,Yes,,3/20/2012,,,,Citrate: Storage,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,11,Bulk Materials Storage,99,Other,
30200899,No,Point,Yes,,3/20/2012,,,,Not Classified **,Industrial Processes,Feed Manufacture,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",3,Feed Mills,
30200901,No,Point,Yes,,3/20/2012,,,,Grain Handling (see also 3-02-005-xx),Industrial Processes,Beer Production,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200902,No,Point,Yes,,3/20/2012,,,,Drying Spent Grains ** (use SCCs 3-02-009-30 & -31),Industrial Processes,Beer Production,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200903,No,Point,Yes,,3/20/2012,,,,Brew Kettle ** (use SCC 3-02-009-07),Industrial Processes,Beer Production,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200904,No,Point,Yes,,3/20/2012,,,,Aging Tank: Secondary Fermentation,Industrial Processes,Beer Production,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200905,No,Point,Yes,,3/20/2012,,,,Malt Kiln,Industrial Processes,Beer Production,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200906,No,Point,Yes,,3/20/2012,,,,Malt Mill,Industrial Processes,Beer Production,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200907,No,Point,Yes,,3/20/2012,,,,Brew Kettle,Industrial Processes,Beer Production,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
30200908,No,Point,Yes,,3/20/2012,,,,Aging Tank: Filling,Industrial Processes,Beer Production,Food and Agriculture,Industrial Processes - NEC,,Active,7,Other Industrial Processes,1,"Agriculture, Food, & Kindred Products",99,Other,
